135_A,15,26.0,7.0,0.0,3.0,7.0,3.0,1,0.0
135_B,59,112.0,28.0,0.0,9.0,28.0,1.0,1,0.0
135_C,36,57.0,16.0,0.0,9.0,16.0,2.0,1,0.0
135_D,68,113.0,43.0,0.0,7.0,43.0,3.0,2,0.0
135_E,28,43.0,10.0,0.0,4.0,10.0,2.0,1,0.0
136_B,27,45.0,13.0,0.0,2.0,13.0,2.0,1,0.0
137_A,34,55.0,14.0,0.0,7.0,14.0,2.0,1,0.0
137_C,28,47.0,14.0,0.0,6.0,14.0,2.0,1,0.0
137_D,50,82.0,30.0,0.0,5.0,30.0,2.0,1,0.0
137_E,30,47.0,11.0,0.0,5.0,11.0,5.0,1,0.0
138_A,5,11.0,1.0,0.0,1.0,1.0,2.0,1,10400.0
138_B,17,32.0,7.0,0.0,3.0,7.0,2.0,1,0.0
138_C,43,82.0,20.0,0.0,5.0,20.0,1.0,2,0.0
138_D,44,71.0,22.0,0.0,5.0,22.0,2.0,2,0.0
138_E,16,29.0,10.0,0.0,2.0,10.0,2.0,3,0.0
139_A,14,24.0,7.0,0.0,2.0,7.0,2.0,1,0.0
139_B,63,102.0,38.0,0.0,5.0,38.0,2.0,2,0.0
13_A,15,24.0,8.0,0.0,3.0,8.0,3.0,1,0.0
13_B,32,69.0,19.0,0.0,3.0,19.0,3.0,2,0.0
13_C,43,71.0,23.0,0.0,5.0,23.0,2.0,2,0.0
13_D,38,62.0,21.0,0.0,5.0,21.0,2.0,3,0.0
13_E,11,17.0,5.0,0.0,3.0,5.0,3.0,2,0.0
140_B,36,57.0,16.0,0.0,6.0,16.0,1.0,3,0.0
140_C,30,71.0,16.0,0.0,3.0,16.0,2.0,1,0.0
140_D,17,28.0,10.0,0.0,2.0,10.0,2.0,1,0.0
140_F,40,69.0,18.0,0.0,8.0,18.0,1.0,2,0.0
141_A,38,84.0,14.0,0.0,3.0,14.0,3.0,1,0.0
141_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,0.0
141_D,28,45.0,15.0,0.0,5.0,15.0,2.0,1,0.0
141_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,2.0
142_A,40,67.0,18.0,0.0,7.0,18.0,2.0,3,0.0
142_C,62,107.0,36.0,0.0,9.0,36.0,9.0,2,0.0
142_D,19,30.0,10.0,0.0,3.0,10.0,3.0,2,0.0
143_B,30,53.0,11.0,0.0,7.0,11.0,2.0,1,0.0
144_C,33,54.0,18.0,0.0,5.0,18.0,2.0,2,0.0
145_A,38,60.0,13.0,0.0,8.0,13.0,2.0,1,0.0
145_B,10,19.0,4.0,0.0,3.0,4.0,2.0,1,0.0
145_D,15,28.0,5.0,0.0,4.0,5.0,2.0,1,0.0
145_E,5,15.0,1.0,0.0,1.0,1.0,2.0,1,5500000.0
146_A,23,38.0,10.0,0.0,5.0,10.0,2.0,1,0.0
146_B,26,45.0,11.0,0.0,5.0,11.0,2.0,1,0.0
147_A,11,18.0,4.0,0.0,2.0,4.0,2.0,2,0.0
148_A,33,56.0,14.0,0.0,8.0,14.0,2.0,1,0.0
148_B,29,46.0,16.0,5.0,3.0,16.0,3.0,1,0.0
148_C,14,23.0,7.0,0.0,3.0,7.0,3.0,1,0.0
148_D,12,24.0,5.0,0.0,2.0,5.0,2.0,1,0.0
148_E,52,86.0,30.0,0.0,5.0,30.0,1.0,3,0.0
149_A,20,33.0,10.0,0.0,4.0,10.0,1.0,1,0.0
149_B,31,51.0,15.0,0.0,5.0,15.0,5.0,1,0.0
149_E,23,37.0,9.0,0.0,4.0,9.0,1.0,2,0.0
14_A,18,28.0,9.0,0.0,3.0,9.0,3.0,2,0.0
14_B,31,55.0,15.0,0.0,8.0,15.0,2.0,1,0.0
14_C,15,34.0,6.0,0.0,4.0,6.0,4.0,1,0.0
14_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,205.0
14_E,22,37.0,13.0,0.0,3.0,13.0,3.0,1,0.0
150_A,35,58.0,17.0,0.0,8.0,17.0,2.0,1,0.0
150_B,22,37.0,10.0,0.0,4.0,10.0,2.0,1,0.0
150_D,54,90.0,31.0,0.0,6.0,31.0,2.0,2,0.0
150_E,51,90.0,32.0,0.0,6.0,32.0,2.0,1,0.0
151_B,26,47.0,8.0,0.0,3.0,8.0,3.0,1,0.0
152_B,106,172.0,45.0,0.0,20.0,45.0,2.0,1,0.0
152_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,105.0
152_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,1000.0
152_E,18,28.0,9.0,0.0,3.0,9.0,3.0,2,0.0
154_A,43,66.0,18.0,0.0,8.0,18.0,1.0,3,0.0
154_B,14,23.0,8.0,0.0,2.0,8.0,2.0,2,0.0
155_B,30,51.0,17.0,0.0,4.0,17.0,4.0,1,0.0
156_A,28,48.0,10.0,0.0,5.0,10.0,2.0,2,0.0
156_B,56,93.0,19.0,0.0,18.0,19.0,2.0,1,0.0
156_C,19,30.0,9.0,0.0,3.0,9.0,3.0,2,0.0
156_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100000.0
158_A,23,39.0,11.0,0.0,4.0,11.0,1.0,1,0.0
158_C,24,46.0,7.0,0.0,5.0,7.0,1.0,3,0.0
158_D,17,26.0,10.0,0.0,3.0,10.0,3.0,3,0.0
158_E,18,30.0,10.0,0.0,3.0,10.0,3.0,1,0.0
159_B,48,82.0,26.0,0.0,7.0,26.0,2.0,1,0.0
15_B,71,119.0,29.0,0.0,11.0,29.0,2.0,1,0.0
15_C,17,31.0,7.0,0.0,2.0,7.0,2.0,1,0.0
160_A,26,43.0,15.0,0.0,3.0,15.0,3.0,1,0.0
160_B,46,79.0,18.0,0.0,8.0,18.0,2.0,1,0.0
160_C,33,52.0,16.0,0.0,8.0,16.0,2.0,1,0.0
160_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,200001.0
161_A,23,44.0,12.0,0.0,3.0,12.0,3.0,1,0.0
161_B,5,11.0,1.0,0.0,1.0,1.0,2.0,1,1000.0
161_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,50005.0
161_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,3600000.0
163_D,35,59.0,21.0,0.0,3.0,21.0,3.0,2,0.0
163_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,1000010.0
164_B,10,17.0,5.0,0.0,2.0,5.0,2.0,2,0.0
164_C,34,56.0,20.0,0.0,3.0,20.0,3.0,1,0.0
164_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,1020.0
165_A,105,174.0,60.0,0.0,15.0,60.0,2.0,2,0.0
165_C,41,70.0,20.0,0.0,2.0,20.0,2.0,1,0.0
165_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100005.0
165_E,18,31.0,9.0,0.0,3.0,9.0,3.0,1,0.0
166_A,25,40.0,13.0,0.0,5.0,13.0,2.0,1,0.0
166_B,45,89.0,23.0,0.0,5.0,23.0,2.0,2,0.0
166_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100009.0
167_B,27,44.0,14.0,1.0,5.0,14.0,2.0,2,0.0
167_C,21,43.0,6.0,0.0,4.0,6.0,2.0,1,0.0
169_A,13,22.0,6.0,0.0,3.0,6.0,3.0,1,0.0
169_B,34,62.0,13.0,0.0,5.0,13.0,2.0,1,0.0
16_A,18,29.0,7.0,0.0,5.0,7.0,2.0,2,0.0
16_B,38,63.0,25.0,0.0,4.0,25.0,4.0,1,0.0
16_C,12,19.0,8.0,0.0,2.0,8.0,2.0,1,0.0
16_E,43,71.0,20.0,3.0,6.0,20.0,2.0,2,0.0
1-7,24,39.0,10.0,0.0,5.0,10.0,2.0,2,0.0
171_A,13,22.0,6.0,0.0,2.0,6.0,2.0,1,0.0
171_C,17,27.0,8.0,0.0,3.0,8.0,3.0,1,0.0
171_G,17,26.0,11.0,0.0,3.0,11.0,3.0,1,0.0
172_A,16,29.0,6.0,0.0,2.0,6.0,1.0,2,0.0
172_C,22,36.0,11.0,0.0,3.0,11.0,3.0,1,0.0
172_D,22,33.0,11.0,0.0,3.0,11.0,3.0,1,0.0
173_A,87,145.0,38.0,0.0,15.0,38.0,1.0,1,0.0
173_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,300000.0
173_E,19,31.0,11.0,0.0,3.0,11.0,3.0,1,0.0
174_A,17,27.0,8.0,1.0,3.0,8.0,3.0,1,0.0
174_B,34,58.0,16.0,0.0,5.0,16.0,5.0,1,0.0
174_C,46,88.0,25.0,0.0,4.0,25.0,2.0,1,0.0
175_A,49,85.0,21.0,0.0,8.0,21.0,2.0,2,0.0
175_B,22,46.0,10.0,0.0,5.0,10.0,2.0,2,0.0
175_E,82,134.0,46.0,10.0,3.0,46.0,3.0,3,0.0
176_B,56,93.0,26.0,0.0,3.0,26.0,3.0,1,0.0
177_D1,49,78.0,26.0,0.0,7.0,26.0,2.0,1,0.0
177_D2,49,78.0,26.0,0.0,7.0,26.0,2.0,1,0.0
177_E1,22,36.0,13.0,0.0,3.0,13.0,3.0,2,0.0
177_E2,39,61.0,19.0,1.0,5.0,19.0,5.0,1,0.0
177_G1,5,11.0,1.0,0.0,1.0,1.0,2.0,1,27.0
178_A1,12,19.0,5.0,0.0,3.0,5.0,3.0,2,0.0
178_A2,15,25.0,6.0,0.0,4.0,6.0,4.0,2,0.0
178_A3,11,17.0,5.0,0.0,2.0,5.0,2.0,2,0.0
178_C1,16,26.0,8.0,0.0,4.0,8.0,4.0,2,0.0
178_C3,5,11.0,1.0,0.0,1.0,1.0,2.0,1,250000.0
17_B,16,26.0,8.0,0.0,3.0,8.0,3.0,1,0.0
17_C,169,287.0,107.0,0.0,11.0,107.0,2.0,4,0.0
17_D,17,26.0,10.0,0.0,3.0,10.0,3.0,1,0.0
17_E,37,62.0,15.0,0.0,5.0,15.0,1.0,2,0.0
1-8,24,39.0,12.0,0.0,4.0,12.0,2.0,1,0.0
180_C,45,71.0,23.0,0.0,6.0,23.0,2.0,1,0.0
180_D,65,109.0,29.0,0.0,11.0,29.0,2.0,1,0.0
180_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100001.0
181_A,26,41.0,13.0,0.0,5.0,13.0,2.0,2,0.0
181_B,71,118.0,37.0,0.0,8.0,37.0,2.0,2,0.0
182_A,75,140.0,29.0,3.0,7.0,29.0,2.0,1,0.0
182_B,19,30.0,10.0,0.0,3.0,10.0,3.0,1,0.0
182_D,18,32.0,7.0,0.0,4.0,7.0,4.0,1,0.0
182_E,21,34.0,10.0,0.0,3.0,10.0,3.0,1,0.0
183_D,27,44.0,17.0,0.0,3.0,17.0,3.0,2,0.0
185_D,26,41.0,12.0,0.0,4.0,12.0,2.0,1,0.0
185_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,101011.0
186_A,26,45.0,9.0,0.0,5.0,9.0,2.0,1,0.0
186_B,41,95.0,16.0,0.0,3.0,16.0,2.0,1,0.0
187_E,28,49.0,13.0,0.0,4.0,13.0,1.0,1,0.0
189,21,34.0,15.0,0.0,2.0,15.0,2.0,2,0.0
189_A,51,79.0,25.0,0.0,6.0,25.0,2.0,2,0.0
18_A,98,193.0,63.0,0.0,6.0,63.0,6.0,1,0.0
18_B,27,43.0,12.0,0.0,4.0,12.0,4.0,1,0.0
18_C,22,37.0,12.0,0.0,5.0,12.0,2.0,1,0.0
18_D,13,22.0,6.0,0.0,3.0,6.0,3.0,1,0.0
18_E,18,28.0,9.0,0.0,3.0,9.0,3.0,2,0.0
190_E,33,58.0,9.0,0.0,3.0,9.0,2.0,2,0.0
191_A,58,99.0,33.0,0.0,9.0,33.0,2.0,2,0.0
191_B,40,63.0,20.0,0.0,6.0,20.0,6.0,1,0.0
191_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,131072.0
192_B,27,47.0,14.0,0.0,3.0,14.0,3.0,1,0.0
193_D,61,112.0,29.0,0.0,11.0,29.0,2.0,1,0.0
193_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,15000005.0
195_C,32,54.0,6.0,0.0,8.0,8.0,1.0,1,0.0
196_A,22,36.0,9.0,0.0,4.0,9.0,1.0,2,0.0
196_D,16,25.0,7.0,0.0,3.0,7.0,3.0,1,0.0
196_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100010.0
198_D,44,73.0,24.0,0.0,6.0,24.0,2.0,2,0.0
198_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,250001.0
19_A,5,11.0,1.0,0.0,1.0,1.0,2.0,1,110.0
19_B,37,64.0,20.0,0.0,3.0,20.0,3.0,2,0.0
19_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100100.0
19_D,38,67.0,19.0,0.0,3.0,19.0,3.0,1,0.0
19_E,122,194.0,77.0,0.0,12.0,77.0,2.0,1,0.0
1_B,18,27.0,9.0,0.0,3.0,9.0,3.0,2,0.0
1_C,27,45.0,16.0,2.0,3.0,16.0,3.0,1,0.0
200_A,50,84.0,25.0,0.0,7.0,25.0,2.0,1,0.0
200_C,94,208.0,41.0,0.0,19.0,41.0,2.0,3,0.0
200_D,16,31.0,8.0,0.0,3.0,8.0,3.0,3,0.0
201_C,119,222.0,70.0,0.0,5.0,70.0,2.0,1,0.0
201_E,46,71.0,23.0,0.0,4.0,23.0,4.0,3,0.0
202_A,27,42.0,12.0,0.0,5.0,12.0,2.0,1,0.0
203_B,28,47.0,15.0,0.0,4.0,15.0,4.0,3,0.0
203_E,55,93.0,29.0,0.0,8.0,29.0,2.0,1,0.0
204_A,7,12.0,3.0,0.0,2.0,3.0,2.0,1,0.0
204_D,89,149.0,46.0,0.0,9.0,46.0,2.0,1,0.0
204_E,29,48.0,17.0,0.0,4.0,17.0,1.0,1,0.0
205_A,26,43.0,14.0,0.0,7.0,14.0,2.0,1,0.0
205_B,34,55.0,18.0,0.0,5.0,18.0,2.0,1,0.0
207_B1,39,63.0,21.0,0.0,5.0,21.0,2.0,2,0.0
207_B2,32,53.0,16.0,0.0,5.0,16.0,2.0,1,0.0
207_B3,15,25.0,7.0,0.0,2.0,7.0,2.0,1,0.0
207_C2,5,11.0,1.0,0.0,1.0,1.0,2.0,1,65536.0
207_C3,60,100.0,35.0,0.0,8.0,35.0,2.0,1,0.0
207_D2,24,37.0,10.0,0.0,3.0,10.0,3.0,1,0.0
207_D3,30,58.0,9.0,0.0,6.0,9.0,2.0,1,0.0
207_D4,27,43.0,12.0,0.0,4.0,12.0,4.0,2,0.0
208_A,10,23.0,3.0,0.0,2.0,3.0,2.0,1,0.0
208_B,13,22.0,5.0,0.0,3.0,5.0,3.0,1,0.0
208_D,13,24.0,6.0,0.0,3.0,6.0,3.0,1,0.0
208_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100009.0
209_A,17,34.0,8.0,0.0,2.0,8.0,2.0,1,0.0
209_C,14,24.0,8.0,0.0,2.0,8.0,2.0,1,0.0
20_A,40,67.0,17.0,0.0,8.0,17.0,2.0,1,0.0
20_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100002.0
2-11,35,51.0,20.0,0.0,6.0,20.0,2.0,1,0.0
212_B,20,33.0,11.0,0.0,3.0,11.0,3.0,1,0.0
213_B,53,86.0,25.0,0.0,5.0,25.0,2.0,4,0.0
213_E,13,21.0,6.0,0.0,3.0,6.0,3.0,2,0.0
215_D,55,93.0,26.0,0.0,6.0,26.0,2.0,1,0.0
215_E,17,25.0,9.0,0.0,3.0,9.0,3.0,3,0.0
216_B,46,78.0,26.0,0.0,6.0,26.0,2.0,1,0.0
216_C,14,23.0,7.0,0.0,3.0,7.0,3.0,1,0.0
216_E,74,129.0,38.0,0.0,3.0,38.0,2.0,1,0.0
217_B,26,41.0,12.0,0.0,5.0,12.0,2.0,1,0.0
217_C,48,76.0,19.0,0.0,11.0,19.0,2.0,2,0.0
217_D,25,42.0,14.0,0.0,3.0,14.0,3.0,1,0.0
217_E,38,62.0,22.0,0.0,6.0,22.0,2.0,1,0.0
218_B,21,35.0,12.0,0.0,3.0,12.0,3.0,2,0.0
219_A,18,29.0,8.0,0.0,3.0,8.0,3.0,3,0.0
219_B,16,25.0,9.0,0.0,2.0,9.0,2.0,1,0.0
219_C,35,53.0,17.0,0.0,3.0,17.0,3.0,1,0.0
219_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,200020.0
219_E,190,351.0,92.0,0.0,26.0,92.0,2.0,1,0.0
21_A,90,152.0,41.0,0.0,24.0,41.0,2.0,1,0.0
21_C,36,57.0,18.0,0.0,7.0,18.0,2.0,1,0.0
21_D,22,36.0,10.0,0.0,5.0,10.0,2.0,1,0.0
220_A,23,37.0,12.0,0.0,5.0,12.0,2.0,1,0.0
220_C,78,150.0,46.0,0.0,7.0,46.0,2.0,1,0.0
220_D,172,287.0,62.0,0.0,19.0,62.0,2.0,2,0.0
220_E,22,35.0,12.0,0.0,3.0,12.0,3.0,1,0.0
221_A,11,18.0,5.0,0.0,3.0,5.0,3.0,1,0.0
221_B,18,40.0,9.0,0.0,3.0,9.0,2.0,1,0.0
222_B,53,94.0,23.0,0.0,9.0,23.0,2.0,1,0.0
222_C,22,34.0,13.0,0.0,3.0,13.0,3.0,2,0.0
222_D,28,45.0,15.0,0.0,5.0,15.0,2.0,1,0.0
222_E,45,78.0,28.0,0.0,3.0,28.0,3.0,3,0.0
223_A,141,231.0,80.0,0.0,12.0,80.0,2.0,2,0.0
223_B,77,123.0,39.0,0.0,10.0,39.0,2.0,1,0.0
223_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100005.0
224_B,29,48.0,15.0,0.0,5.0,15.0,1.0,1,0.0
225_B,15,26.0,7.0,0.0,3.0,7.0,3.0,1,0.0
225_C,87,155.0,55.0,0.0,5.0,55.0,1.0,2,0.0
226_B,16,29.0,7.0,0.0,3.0,7.0,3.0,1,0.0
226_E,24,41.0,16.0,0.0,3.0,16.0,3.0,1,0.0
227_B,24,41.0,13.0,0.0,2.0,13.0,2.0,1,0.0
229_B,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100003.0
229_D,58,95.0,33.0,0.0,7.0,33.0,2.0,2,0.0
229_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,102012.0
22_A,18,37.0,8.0,0.0,3.0,8.0,2.0,1,0.0
22_B,35,61.0,18.0,0.0,5.0,18.0,5.0,3,0.0
22-base-conflict,26,40.0,14.0,0.0,3.0,14.0,3.0,3,0.0
22_C,27,46.0,13.0,0.0,7.0,13.0,2.0,3,0.0
22_D,21,35.0,9.0,0.0,3.0,9.0,3.0,1,0.0
22_E,21,35.0,9.0,0.0,3.0,9.0,3.0,1,0.0
230_A,26,44.0,15.0,0.0,5.0,15.0,5.0,1,0.0
230_B,18,28.0,7.0,0.0,4.0,7.0,4.0,2,0.0
231_A,25,43.0,9.0,0.0,4.0,9.0,2.0,1,0.0
231_B,30,48.0,17.0,0.0,6.0,17.0,2.0,2,0.0
231_C,37,59.0,20.0,0.0,2.0,20.0,2.0,2,0.0
231_E,20,34.0,13.0,0.0,2.0,13.0,2.0,2,0.0
232_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,5202000.0
233_A,11,20.0,4.0,0.0,3.0,4.0,3.0,1,0.0
233_B,12,20.0,6.0,0.0,2.0,6.0,2.0,2,0.0
234_B,16,29.0,8.0,0.0,3.0,8.0,3.0,1,0.0
234_C,36,60.0,19.0,0.0,7.0,19.0,2.0,1,0.0
234_D,15,30.0,7.0,0.0,3.0,7.0,2.0,1,0.0
234_G,19,31.0,8.0,0.0,5.0,8.0,2.0,2,0.0
234_H,27,46.0,12.0,0.0,5.0,12.0,2.0,1,0.0
235_C,31,51.0,17.0,0.0,5.0,17.0,1.0,1,0.0
236_A,20,41.0,8.0,0.0,2.0,8.0,1.0,1,0.0
237_A,39,66.0,22.0,0.0,5.0,22.0,2.0,1,0.0
237_C,32,52.0,15.0,0.0,7.0,15.0,1.0,2,0.0
237_E,93,154.0,54.0,0.0,11.0,54.0,2.0,2,0.0
238_B,10,16.0,4.0,0.0,3.0,4.0,3.0,1,0.0
238_C,5,11.0,1.0,0.0,1.0,1.0,2.0,1,3002.0
238_D,20,34.0,10.0,0.0,4.0,10.0,1.0,1,0.0
238_E,21,33.0,6.0,0.0,4.0,6.0,1.0,1,0.0
239_B,14,25.0,6.0,0.0,3.0,6.0,3.0,1,0.0
23_A,20,31.0,10.0,0.0,2.0,10.0,2.0,4,0.0
23_C,26,49.0,15.0,0.0,3.0,15.0,3.0,2,0.0
23_D,91,181.0,45.0,2.0,4.0,45.0,4.0,1,0.0
240_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100005.0
241_A,17,26.0,10.0,0.0,3.0,10.0,3.0,2,0.0
241_D,13,22.0,6.0,0.0,3.0,6.0,3.0,1,0.0
241_E,5,11.0,1.0,0.0,1.0,1.0,2.0,1,1005.0
241_F,52,88.0,26.0,0.0,6.0,26.0,2.0,2,0.0
242_A,18,30.0,8.0,0.0,5.0,8.0,1.0,2,0.0
242_B,47,79.0,25.0,0.0,12.0,25.0,2.0,1,0.0
242_C,39,77.0,18.0,0.0,6.0,18.0,2.0,2,0.0
242_D,5,11.0,1.0,0.0,1.0,1.0,2.0,1,100005.0
243_C,47,73.0,23.0,0.0,5.0,23.0,2.0,2,0.0
243_D,23,35.0,8.0,0.0,4.0,8.0,1.0,1,0.0
244_A,24,42.0,12.0,0.0,4.0,12.0,2.0,2,0.0
244_B,12,20.0,6.0,0.0,3.0,6.0,3.0,2,0.0
